INPUT:sent1;INPUT:sent2;INPUT:premise;INPUT:question;OUTPUT:variant;HINT:text;ASSIGNMENT:assignment_id;ASSIGNMENT:task_suite_id;ASSIGNMENT:worker_id;ASSIGNMENT:status;ASSIGNMENT:started
Он вызывал жалость.;У него не было денег.;Голодный бомж украл еду.;Что стало причиной этого?;1;;0000b4a8a2--5e707f82c4749501278d3f17;0000b4a8a2--5e707d5a1fcfde011aac0917;16850e21f24447dd7ec1376d0a30c9e0;APPROVED;2020-03-17T07:42:58.899
Я хотел уединения.;Я чувствовал себя одиноким.;Я позвонил своему другу, чтобы пообщаться.;Что стало причиной этого?;1;;0000b4a8a2--5e707f82c4749501278d3f17;0000b4a8a2--5e707d5a1fcfde011aac0917;16850e21f24447dd7ec1376d0a30c9e0;APPROVED;2020-03-17T07:42:58.899
Я пожал ему руку.;Я дал ему пощечину.;Мужчина протянул мне руку.;Что случилось в результате?;0;;0000b4a8a2--5e707f82c4749501278d3f17;0000b4a8a2--5e707d5a1fcfde011aac0917;16850e21f24447dd7ec1376d0a30c9e0;APPROVED;2020-03-17T07:42:58.899
В воздух пускали фейерверки.;Фрисби летела прямо мне в голову.;Я пригнулся.;Что стало причиной этого?;1;;0000b4a8a2--5e707f82c4749501278d3f17;0000b4a8a2--5e707d5a1fcfde011aac0917;16850e21f24447dd7ec1376d0a30c9e0;APPROVED;2020-03-17T07:42:58.899
Она волновалась.;Она была удивлена.;Девушка кусала ногти.;Что стало причиной этого?;0;;0000b4a8a2--5e707f82c4749501278d3f17;0000b4a8a2--5e707d5a1fcfde011aac0917;16850e21f24447dd7ec1376d0a30c9e0;APPROVED;2020-03-17T07:42:58.899
Они предложили новым клиентам скидку.;Они провели опрос среди клиентов.;Компания хотела оценить удовлетворённость клиентов.;Что случилось в результате?;1;;0000b4a8a2--5e707f82d4088801271a778f;0000b4a8a2--5e707d5a1fcfde011aac08fe;420dca6cd259ab20aaf8d39d7fc37861;APPROVED;2020-03-17T07:42:58.072
Мальчик скинул подушки с дивана.;Мальчик протащил стул по полу.;Деревянный пол поцарапался.;Что стало причиной этого?;1;;0000b4a8a2--5e707f82d4088801271a778f;0000b4a8a2--5e707d5a1fcfde011aac08fe;420dca6cd259ab20aaf8d39d7fc37861;APPROVED;2020-03-17T07:42:58.072
Мой враг насмехался надо мной.;Мой враг замахнулся кулаком.;Я защищал руками лицо.;Что стало причиной этого?;1;;0000b4a8a2--5e707f82d4088801271a778f;0000b4a8a2--5e707d5a1fcfde011aac08fe;420dca6cd259ab20aaf8d39d7fc37861;APPROVED;2020-03-17T07:42:58.072
В неё ударила молния.;Люди пришли, чтобы поклониться ей.;Знаменитая статуя сгорела.;Что стало причиной этого?;0;;0000b4a8a2--5e707f82d4088801271a778f;0000b4a8a2--5e707d5a1fcfde011aac08fe;420dca6cd259ab20aaf8d39d7fc37861;APPROVED;2020-03-17T07:42:58.072
Из фруктов посыпались семена.;Фрукты привлекли мух.;Я оставил фрукты на столе.;Что случилось в результате?;1;;0000b4a8a2--5e707f82d4088801271a778f;0000b4a8a2--5e707d5a1fcfde011aac08fe;420dca6cd259ab20aaf8d39d7fc37861;APPROVED;2020-03-17T07:42:58.072
Она носила высокие каблуки.;Она сняла обувь.;Женщина с трудом передвигалась.;Что стало причиной этого?;0;;0000b4a8a2--5e707f82d44ef1012bc13a45;0000b4a8a2--5e707d5a1fcfde011aac092c;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:58.792
Вода вскипела.;Я накрыл горшок.;От горшка с водой пошёл пар.;Что стало причиной этого?;0;;0000b4a8a2--5e707f82d44ef1012bc13a45;0000b4a8a2--5e707d5a1fcfde011aac092c;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:58.792
Я надела босоножки.;Я надела ботинки.;Все мои носки были в стирке.;Что случилось в результате?;0;;0000b4a8a2--5e707f82d44ef1012bc13a45;0000b4a8a2--5e707d5a1fcfde011aac092c;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:58.792
Он потерял поддержку избирателей.;Он был обвинен в коррупции.;Аргумент политика сочли абсурдным.;Что случилось в результате?;0;;0000b4a8a2--5e707f82d44ef1012bc13a45;0000b4a8a2--5e707d5a1fcfde011aac092c;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:58.792
Пара забеременела.;Пара сбежала.;Каждый осуждал помолвку пары.;Что случилось в результате?;1;;0000b4a8a2--5e707f82d44ef1012bc13a45;0000b4a8a2--5e707d5a1fcfde011aac092c;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:58.792
Она носила высокие каблуки.;Она сняла обувь.;Женщина с трудом передвигалась.;Что стало причиной этого?;0;;0000b4a8a2--5e707f82f23b9201282c3388;0000b4a8a2--5e707d5a1fcfde011aac092c;b409f72bd44d3a700dc7b3549864b1c7;APPROVED;2020-03-17T07:42:58.959
Вода вскипела.;Я накрыл горшок.;От горшка с водой пошёл пар.;Что стало причиной этого?;0;;0000b4a8a2--5e707f82f23b9201282c3388;0000b4a8a2--5e707d5a1fcfde011aac092c;b409f72bd44d3a700dc7b3549864b1c7;APPROVED;2020-03-17T07:42:58.959
Я надела босоножки.;Я надела ботинки.;Все мои носки были в стирке.;Что случилось в результате?;0;;0000b4a8a2--5e707f82f23b9201282c3388;0000b4a8a2--5e707d5a1fcfde011aac092c;b409f72bd44d3a700dc7b3549864b1c7;APPROVED;2020-03-17T07:42:58.959
Он потерял поддержку избирателей.;Он был обвинен в коррупции.;Аргумент политика сочли абсурдным.;Что случилось в результате?;0;;0000b4a8a2--5e707f82f23b9201282c3388;0000b4a8a2--5e707d5a1fcfde011aac092c;b409f72bd44d3a700dc7b3549864b1c7;APPROVED;2020-03-17T07:42:58.959
Пара забеременела.;Пара сбежала.;Каждый осуждал помолвку пары.;Что случилось в результате?;1;;0000b4a8a2--5e707f82f23b9201282c3388;0000b4a8a2--5e707d5a1fcfde011aac092c;b409f72bd44d3a700dc7b3549864b1c7;APPROVED;2020-03-17T07:42:58.959
Первая сцена спектакля началась.;Актёры вышли на сцену.;Подняли занавес.;Что случилось в результате?;1;;0000b4a8a2--5e707f833737ad0128523567;0000b4a8a2--5e707d5a1fcfde011aac0906;b75660cd5506ccdef777331a9b6cb1d1;APPROVED;2020-03-17T07:42:59.689
Похититель угрожал заложнику.;Похититель взял в заложники самого себя.;Заложник подчинился требованиям похитителя.;Что стало причиной этого?;0;;0000b4a8a2--5e707f833737ad0128523567;0000b4a8a2--5e707d5a1fcfde011aac0906;b75660cd5506ccdef777331a9b6cb1d1;APPROVED;2020-03-17T07:42:59.689
Музыкант постукивал ногой.;Музыкант стучал в барабан.;Шум разнёсся над сценой.;Что стало причиной этого?;1;;0000b4a8a2--5e707f833737ad0128523567;0000b4a8a2--5e707d5a1fcfde011aac0906;b75660cd5506ccdef777331a9b6cb1d1;APPROVED;2020-03-17T07:42:59.689
Малыш с криком проснулся после ночного кошмара.;Малышу было страшно заглянуть под кровать.;Родители бросились к спальне малыша.;Что стало причиной этого?;0;;0000b4a8a2--5e707f833737ad0128523567;0000b4a8a2--5e707d5a1fcfde011aac0906;b75660cd5506ccdef777331a9b6cb1d1;APPROVED;2020-03-17T07:42:59.689
Она родилась недоношенной.;Она родилась глухой.;Женщина общалась на языке жестов.;Что стало причиной этого?;1;;0000b4a8a2--5e707f833737ad0128523567;0000b4a8a2--5e707d5a1fcfde011aac0906;b75660cd5506ccdef777331a9b6cb1d1;APPROVED;2020-03-17T07:42:59.689
Его мама померила ему температуру.;Его мама взяла его в парк.;У мальчика был горячий лоб.;Что случилось в результате?;0;;0000b4a8a2--5e707f83aa2c2f24e8fcfdbf;0000b4a8a2--5e707d5a1fcfde011aac090f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:42:59.838
Он хотел произвести впечатление на свою подругу.;Он уложил гелем волосы.;Мужчина побрызгался одеколоном.;Что стало причиной этого?;0;;0000b4a8a2--5e707f83aa2c2f24e8fcfdbf;0000b4a8a2--5e707d5a1fcfde011aac090f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:42:59.838
Я поискал взглядом фонарь.;Я взял в руки лопату.;Электричество в доме отключили.;Что случилось в результате?;0;;0000b4a8a2--5e707f83aa2c2f24e8fcfdbf;0000b4a8a2--5e707d5a1fcfde011aac090f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:42:59.838
Сын окончил среднюю школу.;Мать родила близнецов.;Семья переехала в дом побольше.;Что стало причиной этого?;1;;0000b4a8a2--5e707f83aa2c2f24e8fcfdbf;0000b4a8a2--5e707d5a1fcfde011aac090f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:42:59.838
Она хотела поберечь силы.;Она увидела финишную черту.;Марафонка бежала в медленном темпе.;Что стало причиной этого?;0;;0000b4a8a2--5e707f83aa2c2f24e8fcfdbf;0000b4a8a2--5e707d5a1fcfde011aac090f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:42:59.838
Она носила высокие каблуки.;Она сняла обувь.;Женщина с трудом передвигалась.;Что стало причиной этого?;0;;0000b4a8a2--5e707f84dddbf7012599b4aa;0000b4a8a2--5e707d5a1fcfde011aac092c;458082d7dc5db64562b89974e4dfbc10;APPROVED;2020-03-17T07:43:00.859
Вода вскипела.;Я накрыл горшок.;От горшка с водой пошёл пар.;Что стало причиной этого?;1;;0000b4a8a2--5e707f84dddbf7012599b4aa;0000b4a8a2--5e707d5a1fcfde011aac092c;458082d7dc5db64562b89974e4dfbc10;APPROVED;2020-03-17T07:43:00.859
Я надела босоножки.;Я надела ботинки.;Все мои носки были в стирке.;Что случилось в результате?;0;;0000b4a8a2--5e707f84dddbf7012599b4aa;0000b4a8a2--5e707d5a1fcfde011aac092c;458082d7dc5db64562b89974e4dfbc10;APPROVED;2020-03-17T07:43:00.859
Он потерял поддержку избирателей.;Он был обвинен в коррупции.;Аргумент политика сочли абсурдным.;Что случилось в результате?;0;;0000b4a8a2--5e707f84dddbf7012599b4aa;0000b4a8a2--5e707d5a1fcfde011aac092c;458082d7dc5db64562b89974e4dfbc10;APPROVED;2020-03-17T07:43:00.859
Пара забеременела.;Пара сбежала.;Каждый осуждал помолвку пары.;Что случилось в результате?;1;;0000b4a8a2--5e707f84dddbf7012599b4aa;0000b4a8a2--5e707d5a1fcfde011aac092c;458082d7dc5db64562b89974e4dfbc10;APPROVED;2020-03-17T07:43:00.859
Она сачковала.;Она много работала.;Женщина поставила перед собой амбициозную цель.;Что случилось в результате?;1;;0000b4a8a2--5e707f85125ee10125da1f88;0000b4a8a2--5e707d5a1fcfde011aac08f3;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:43:01.651
У его сына возникли неприятности с законом.;Его сын унаследовал его состояние.;Богатый человек умер от старости.;Что случилось в результате?;1;;0000b4a8a2--5e707f85125ee10125da1f88;0000b4a8a2--5e707d5a1fcfde011aac08f3;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:43:01.651
Пламя погасло.;Над пламенем появился дымок.;Женщина затоптала пламя.;Что случилось в результате?;0;;0000b4a8a2--5e707f85125ee10125da1f88;0000b4a8a2--5e707d5a1fcfde011aac08f3;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:43:01.651
